person,job,label,theme,text,date 
ארנון בר-דוד,"יו""ר ההסתדרות",4,על השכר במגזר הציבורי,"המגזר הציבורי, איך הוא מורכב? 70% שמקבלים שכר מינימום או באזור",2020-06-21
יצחק אילן,"לשעבר סגן ראש השב""כ כחול לבן (לשעבר)",5,על השלכות הלגליזציה של קנביס,הייתי בהולנד וראיתי שחצי מדינה מסטולה באופן תמידי,2020-06-21
מיקי זוהר,"יו""ר הקואליציה הליכוד",5,על האפשרויות לפירוק השותפות עם כחול לבן,סוכם שתוך חצי שנה נוכל להחליט לפרק את הממשלה בלי שראש הממשלה יצטרך לפנות את תפקידו,2020-06-15
מיכאל ביטון,חבר כנסת כחול לבן,4,על הבלמים בדרך להחלטה על סיפוח,"קבענו בהסכם הקואליציוני שדיון בהחלת ריבונות יתחיל בכנסת, בוועדת חוץ וביטחון, ולא יתקדם בלי הסכמה מפורשת של האמריקאים ומדינות אחרות",2020-06-14
משה גפני,יושב ראש ועדת הכספים יהדות התורה,1,על המתכונת הרצויה לתקציב 2020,אין מדינה עם תקציב דו-שנתי חוץ מבחריין. בכל המדינות האחרות יש תקציב חד-שנתי,2020-06-09
זאב אלקין,מועמד לכנסת תקווה חדשה,2,על הצידוק להקמת המשרד שהוא עומד בראשו,משרד להשכלה גבוהה זה לא משהו שהומצא. בעשרות מדינות המשרד הזה קיים,2020-06-07
יאיר גולן,חבר כנסת מרצ,4,על הנזק הצפוי מהחלת החוק הישראלי בשטח C,20 כפרים פלסטינים שסיפחנו - זה מה שהוריד את ירושלים מאשכול 7 לאשכול 2,2020-06-06
קטי שטרית,חברת כנסת הליכוד,5,על ההצעה להסיר את האחד במאי מרשימת ימי הבחירה,מעתה לא ניתן יהיה לציין יום זה על חשבון משלם המיסים הישראלי,2020-06-01
מאי גולן,חברת כנסת הליכוד,5,"על אפליה לטובת הזרים בת""א","אם אנחנו נפר הנחיית קורונה נקבל דוח. עובדים זרים, מסתננים ושבחים בתא לא קיבלו",2020-06-01
זאב אלקין,מועמד לכנסת תקווה חדשה,3,על תשלומי הרשות הפלסטינית לכלואים בישראל,המשכורת הכי גבוהה ברשות הפלסטינית זה לשני אנשים - או שאתה שר בממשלה או שרצחת ישראלים,2020-05-21
אסף זמיר,שר התיירות כחול לבן,4,על נזקי הקורונה בעיר התיירות,ירדתי הבוקר לאילת. משימת שיקום לאומית לפנינו. 80% אבטלה,2020-05-21
אלי כהן,שר המודיעין הליכוד,4,על הישגי מפלגת כולנו,"כשכחלון היה באוצר ואני בכלכלה, הורדנו את האבטלה בדימונה מ-16% ל-6% בלבד",2020-05-18
בצלאל סמוטריץ׳,"יו""ר האיחוד הלאומי ימינה",2,על הבדיקות התקופתיות לכלי רכב,אין הצדקה לטסט כל שנה. כל שנתיים ואפילו שלוש מספיק בהחלט. יש מדינות שכבר עשו את זה,2020-05-15
שלמה קרעי,חבר כנסת הליכוד,4,על כוונות הקואליציה החדשה,"הם מחוקקים חוק בקווי היסוד שלהם בהסכמים הקואליציונים שלא רק להגביל את הכהונה שלו כראש ממשלה, שהוא לא יוכל בכלל להתמודד בכנסת",2021-06-14
מנסור עבאס,"יו""ר רע""מ הרשימה המשותפת",3,"על הצטרפות רע""ם לקואליציה",זאת פעם ראשונה שמפלגה ערבית שותפה להקמת ממשלה,2021-06-02
ינון אזולאי,"חבר כנסת ש""ס",4,על חלוקת התפקידים בקואליציה,אני עדיין לא ראיתי ממשלה ששניים מאותה מפלגה לוקחים גם את ועדת כספים וגם את משרד האוצר,2021-05-25
מוחמד ברכה,"יו""ר ועדת המעקב של ערביי ישראל",5,על פגיעה בבתי כנסת בלוד,לא הייתה פגיעה בשום בית כנסת בלוד,2021-05-25
מירב בן-ארי,חברת כנסת יש עתיד,5,על הכוונה לחסן בני נוער,"רוצים לחסן ילדים על-סמך ניסוי שנוסה על 2,200 ילדים. אין הצדקה אפידמיולוגית קלינית לחסן ילדים וידוע שהם לא מדביקים",2021-05-23
אלי כהן,שר המודיעין הליכוד,4,על גידול האוכלוסייה בעוטף עזה,במהלך העשור האחרון עוטף עזה הפך לאזור פורח עם כמעט הכפלה של האוכלוסייה שנמצאת שם,2021-05-18
מירי רגב,שרת התחבורה הליכוד,2,על הכספים הקטאריים לחמאס,"הכסף הזה עבר בתקופתו של ליברמן, בתקופתו של בוגי",2021-05-17
עיסאווי פריג',חבר כנסת מרצ,2,על עליית יהודים להר הבית,בסטטוס קוו שהיה עד שנת 2000 מבקרים יהודים יכולים לעלות להר הבית,2021-05-10
אבי דיכטר,חבר כנסת הליכוד,0,על השקפת העולם של מרצ,מרצ דרשה להחליף את המנון התקווה באינטרנציונל,2021-05-06
שמחה רוטמן,חבר כנסת הציונות הדתית,1,"על האפשרות להקים ממשלה בתמיכת רע""ם",ממשלת מיעוט מעולם לא קמה במדינת ישראל,2021-05-03
אמילי מואטי,חברת כנסת העבודה,1,על התגובה לביטול משפטו של רוצח שרה אלימי בצרפת,"לפי החוק הישראלי, אזרח ישראלי יכול לפנות לבימש על עבירה [בחול] על רקע אנטישמי",2021-04-23
מרב מיכאלי,"יו""ר העבודה העבודה",1,על הרצל וזכויות נשים,"מחזון הרצל למדינת היהודים נעדרת המילה שוויון, ונשים מוזכרות רק בהקשרי הריון ולידה או כדבר שיש 'לתת ולקחת' למען האומה",2021-04-21
בנימין נתניהו,ראש הממשלה הליכוד,5,על הפתרון שלו לפלונטר הפוליטי,"הציבור יחליט מי ירכיב את הממשלה, ולאחר מכן אפשר יהיה להפיל אותה באי-אמון קונסטרוקטיבי. עושים את זה בהרבה מדינות, כולל אירופה",2021-04-20
אלעזר שטרן,חבר כנסת יש עתיד,4,"על הטיפול של אגף השיקום בנכי צה""ל","כמות נכי צהל הולכת וגדלה עם השנים, למרות שהמלחמות הולכות ופוחתות",2021-04-18
מירב בן-ארי,חברת כנסת יש עתיד,1,על זהות יושבי ראש הכנסת לדורותיהם,עד היום בכל ה-70 שנה הייתה יושבת ראש [כנסת] אחת,2021-04-17
שרן השכל,חברת כנסת תקווה חדשה,2,על הבקשה שלא תיכנס למליאת הכנסת עם תינוקת,אכן התבקשתי לצאת מהמליאה. בפרוטוקול אסור להכניס תינוקות למליאת הכנסת,2021-04-07
אבי דיכטר,חבר כנסת הליכוד,0,"על ביטול מעקב השב""כ אחרי מגעים עם חולי קורונה","לפי משרד הבריאות, איכוני שבכ מנעו 210 מתים ו-30 אלף חולים מקורונה בחודשיים האחרונים",2021-03-29
יועז הנדל,חבר כנסת תקווה חדשה,5,על ניסיון להטעות את בוחריו ביום הבחירות,הקימו מפלגת קש כדי לגרום לאובדן קולות של תקווה חדשה. נתניהו מפחד רק מהמנדטים של תקווה חדשה [...] הוא ינסה לרמות,2021-03-23
בנימין נתניהו,ראש הממשלה הליכוד,5,על תמיכתו בהתיישבות יהודית מעבר לקו הירוק,"אוכלוסיית יהודה ושומרון הכפילה את עצמה בעשור האחרון. חרף כל הקשיים, היא הכפילה!",2021-03-15
יובל שטייניץ,שר האנרגיה הליכוד,3,על טיפולו במשבר הכלכלי ב-2009,"כשנתניהו מינה אותי לאוצר התקרבנו ל-10% אבטלה, והתחזיות היו שכמו ספרד, יוון ואיטליה נגיע גם ל-25%. בפחות משנה הורדנו את האבטלה למינימום לפני כולם",2021-03-10
בנימין נתניהו,ראש הממשלה הליכוד,4,על המקום שבו ביקר בסיור בחירות בדרום,ראש הממשלה נתניהו ברהט,2021-03-07
נפתלי בנט,"יו""ר ימינה ימינה",0,על התשלום השנתי למובטלים,אם תהפוך את המס בישראל למאוד נמוך [...] לא נבזבז 18 מיליארד שקל על דמי אבטלה כי לא יהיו כמעט מובטלים,2021-03-07
אלי כהן,שר המודיעין הליכוד,3,על פתיחת החקירה בעניין ישראל בבית הדין הפלילי הבינלאומי,בית הדין קובע שגם הבנייה בירושלים היא עבירה,2021-03-06
מיקי זוהר,"יו""ר הקואליציה הליכוד",5,"על פסיקת בג""ץ לגבי גיור רפורמי בישראל","אחרי החלטת בגץ, כל אדם בעולם ייגש לרב רפורמי ויקבל אישור עלייה תוך 30 יום",2021-03-01
אביגדור ליברמן,"יו""ר ישראל ביתנו ישראל ביתנו",0,על תעסוקת חרדים,"אם החרדים יעבדו המדינה תרוויח 20 מיליארד שקל בשנה, שבהם אפשר להוסיף 20 בתיח, 2,000 רופאים, להגדיל פי 10 את קצבת הזקנה",2021-02-18
מרב מיכאלי,"יו""ר העבודה העבודה",4,על תוצאות המדיניות הכלכלית של נתניהו,הפערים בין עניים לעשירים בישראל בתקופת נתניהו הם הגבוהים אי פעם. העוני בתקופת נתניהו גדול מבכל תקופה אחרת,2021-02-16
יפעת שאשא ביטון,"יו""ר ועדת הקורונה תקווה חדשה",0,על טורניר הג'ודו שישראל מארחת,600 אנשים שנכנסים ללא בידוד [...] כשעוד מאוגוסט דרשתי שיהיו בדיקות לכל מי שנכנס לישראל,2021-02-15
יריב לוין,שר התיירות הליכוד,2,על גל ההתפטרויות בכנסת ה-23,"זה דבר שלא היה כדוגמתו: למעלה מ-20 חכים באים והולכים, חלק לא מבוטל נבחרו במפלגות אווירה או עברו אליהן",2021-02-03
